eco_weights_choice,WUE_flood_choice,WUE_spray_choice,adoption_choice,climate_choice,eco_min_separation_choice,eco_min_duration_choice,eco_ctf_choice,AWD_surface_choice,AWD_gw_choice,crop_price_choice,timing_col,duration_col,dry_col,gwlevel_col,sw_uncertainty_choice,gw_uncertainty_choice,crop_trend,cj_options,profit_mean,profit_std,surface_index,gw_index,gwlevel_mean,gwlevel_min
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,constant1,2560342.4641948738,2162814.5703217494,3.5362666666666676,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,forcefix,2570941.1789926691,2209077.1180867925,3.8218666666666672,78.046400760027879,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Roberts,Roberts,F2,150%,120%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,3.8600666666666674,34.968470088683226,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,byrain,1540047.3887400478,1154893.6311538019,2.1478333333333333,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,constant1,1584628.4817553002,1202708.1202217378,2.1017999999999999,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,forcefix,1593122.2158591282,1223768.4785014428,2.1017999999999999,178.67276262859792,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,down,oppandforcefix,1640413.0472997129,1226241.043344947,2.0301,116.44374853367658,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,byrain,2485730.2621384286,2078445.1288482836,2.1478333333333333,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,constant1,2560342.4641948738,2162814.5703217494,2.1017999999999999,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,forcefix,2570941.1789926691,2209077.1180867925,2.1017999999999999,178.67276262859792,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,80%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,2.0301,116.44374853367658,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,byrain,1540047.3887400478,1154893.6311538019,2.1478333333333333,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,constant1,1584628.4817553002,1202708.1202217378,2.1017999999999999,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,forcefix,1593122.2158591282,1223768.4785014428,2.1017999999999999,9.1706663319933188,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,down,oppandforcefix,1640413.0472997129,1226241.043344947,2.0301,0.0,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,byrain,2485730.2621384286,2078445.1288482836,2.1478333333333333,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,constant1,2560342.4641948738,2162814.5703217494,2.1017999999999999,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,forcefix,2570941.1789926691,2209077.1180867925,2.1017999999999999,9.1706663319933188,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,50%,120%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,2.0301,0.0,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,byrain,1540047.3887400478,1154893.6311538019,4.1185666666666672,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,constant1,1584628.4817553002,1202708.1202217378,4.107266666666666,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,forcefix,1593122.2158591282,1223768.4785014428,4.4648666666666674,178.67276262859792,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,down,oppandforcefix,1640413.0472997129,1226241.043344947,4.4850666666666665,116.44374853367658,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,byrain,2485730.2621384286,2078445.1288482836,4.1185666666666672,216.86670078182155,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,constant1,2560342.4641948738,2162814.5703217494,4.107266666666666,189.57909626102906,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,forcefix,2570941.1789926691,2209077.1180867925,4.4648666666666674,178.67276262859792,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,80%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,4.4850666666666665,116.44374853367658,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,byrain,1540047.3887400478,1154893.6311538019,4.1185666666666672,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,constant1,1584628.4817553002,1202708.1202217378,4.107266666666666,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,forcefix,1593122.2158591282,1223768.4785014428,4.4648666666666674,9.1706663319933188,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,down,oppandforcefix,1640413.0472997129,1226241.043344947,4.4850666666666665,0.0,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,byrain,2485730.2621384286,2078445.1288482836,4.1185666666666672,22.457206766395995,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,constant1,2560342.4641948738,2162814.5703217494,4.107266666666666,10.742080171397145,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,forcefix,2570941.1789926691,2209077.1180867925,4.4648666666666674,9.1706663319933188,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,Index,150%,120%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,4.4850666666666665,0.0,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,byrain,1540047.3887400478,1154893.6311538019,2.1478333333333333,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,constant1,1584628.4817553002,1202708.1202217378,2.1017999999999999,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,forcefix,1593122.2158591282,1223768.4785014428,2.1017999999999999,234.63093384001854,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,down,oppandforcefix,1640413.0472997129,1226241.043344947,2.0301,190.822682645143,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,byrain,2485730.2621384286,2078445.1288482836,2.1478333333333333,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,constant1,2560342.4641948738,2162814.5703217494,2.1017999999999999,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,forcefix,2570941.1789926691,2209077.1180867925,2.1017999999999999,234.63093384001854,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,80%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,2.0301,190.822682645143,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,byrain,1540047.3887400478,1154893.6311538019,2.1478333333333333,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,constant1,1584628.4817553002,1202708.1202217378,2.1017999999999999,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,forcefix,1593122.2158591282,1223768.4785014428,2.1017999999999999,78.046400760027879,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,down,oppandforcefix,1640413.0472997129,1226241.043344947,2.0301,34.968470088683226,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,byrain,2485730.2621384286,2078445.1288482836,2.1478333333333333,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,constant1,2560342.4641948738,2162814.5703217494,2.1017999999999999,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,forcefix,2570941.1789926691,2209077.1180867925,2.1017999999999999,78.046400760027879,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,50%,120%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,2.0301,34.968470088683226,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,byrain,1540047.3887400478,1154893.6311538019,4.1185666666666672,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,constant1,1584628.4817553002,1202708.1202217378,4.107266666666666,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,forcefix,1593122.2158591282,1223768.4785014428,4.4648666666666674,234.63093384001854,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,down,oppandforcefix,1640413.0472997129,1226241.043344947,4.4850666666666665,190.822682645143,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,up,byrain,2485730.2621384286,2078445.1288482836,4.1185666666666672,261.36669054727508,-7.8431902916956444,-8.3338468577541249
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,up,constant1,2560342.4641948738,2162814.5703217494,4.107266666666666,242.2653673827204,-8.3662276182168576,-8.8904028424398636
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,up,forcefix,2570941.1789926691,2209077.1180867925,4.4648666666666674,234.63093384001854,-8.5752756341725469,-9.0477487281897666
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,80%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,4.4850666666666665,190.822682645143,-9.7748443963542435,-10.437587501433011
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,down,byrain,1540047.3887400478,1154893.6311538019,4.1185666666666672,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,down,constant1,1584628.4817553002,1202708.1202217378,4.107266666666666,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,down,forcefix,1593122.2158591282,1223768.4785014428,4.4648666666666674,78.046400760027879,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,down,oppandforcefix,1640413.0472997129,1226241.043344947,4.4850666666666665,34.968470088683226,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,up,byrain,2485730.2621384286,2078445.1288482836,4.1185666666666672,118.15003582091268,-11.764785437543464,-12.500770286631187
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,up,constant1,2560342.4641948738,2162814.5703217494,4.107266666666666,89.498051074080578,-12.549341427325285,-13.335604263659794
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,up,forcefix,2570941.1789926691,2209077.1180867925,4.4648666666666674,78.046400760027879,-12.862913451258819,-13.571623092284648
Default,min,max,min,dry,med,med,min,2.0,0.5,1.0,Roberts,Rogers,Roberts,F2,150%,120%,up,oppandforcefix,2645364.7092999355,2209077.1180867925,4.4850666666666665,34.968470088683226,-14.662266594531367,-15.656381252149519
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,down,byrain,1722236.0867716537,1246779.3951820852,1.7306000000000001,26.736084102797463,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,down,constant1,1900560.4588326644,1436582.6398709398,1.7306000000000001,0.1713091662915367,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,down,forcefix,1920962.0881438814,1332180.7555079747,1.7306000000000001,0.0,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,1.7306000000000001,0.0,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,up,byrain,2805121.8794647977,2277623.4544560942,1.7306000000000001,26.736084102797463,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,up,constant1,3103570.6876905751,2625440.047972179,1.7306000000000001,0.1713091662915367,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,up,forcefix,3124097.5187533754,2309891.6182885231,1.7306000000000001,0.0,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,80%,up,oppandforcefix,3145634.289811274,2309891.6182885231,1.7306000000000001,0.0,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,down,byrain,1722236.0867716537,1246779.3951820852,1.7306000000000001,0.0,-17.742135639191559,-18.750655507175985
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,down,constant1,1900560.4588326644,1436582.6398709398,1.7306000000000001,0.0,-26.550809618843822,-27.80824967780859
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,down,forcefix,1920962.0881438814,1332180.7555079747,1.7306000000000001,0.0,-27.926833829476884,-29.150573353856522
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,1.7306000000000001,0.0,-27.938808586355904,-29.305087518652517
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,byrain,2805121.8794647977,2277623.4544560942,1.7306000000000001,0.0,-17.742135639191559,-18.750655507175985
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,constant1,3103570.6876905751,2625440.047972179,1.7306000000000001,0.0,-26.550809618843822,-27.80824967780859
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,forcefix,3124097.5187533754,2309891.6182885231,1.7306000000000001,0.0,-27.926833829476884,-29.150573353856522
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,50%,120%,up,oppandforcefix,3145634.289811274,2309891.6182885231,1.7306000000000001,0.0,-27.938808586355904,-29.305087518652517
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,byrain,1722236.0867716537,1246779.3951820852,3.8600666666666674,26.736084102797463,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,constant1,1900560.4588326644,1436582.6398709398,3.8600666666666674,0.1713091662915367,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,forcefix,1920962.0881438814,1332180.7555079747,3.8600666666666674,0.0,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,3.8600666666666674,0.0,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,byrain,2805121.8794647977,2277623.4544560942,3.8600666666666674,26.736084102797463,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,constant1,3103570.6876905751,2625440.047972179,3.8600666666666674,0.1713091662915367,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,forcefix,3124097.5187533754,2309891.6182885231,3.8600666666666674,0.0,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,80%,up,oppandforcefix,3145634.289811274,2309891.6182885231,3.8600666666666674,0.0,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,byrain,1722236.0867716537,1246779.3951820852,3.8600666666666674,0.0,-17.742135639191559,-18.750655507175985
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,constant1,1900560.4588326644,1436582.6398709398,3.8600666666666674,0.0,-26.550809618843822,-27.80824967780859
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,forcefix,1920962.0881438814,1332180.7555079747,3.8600666666666674,0.0,-27.926833829476884,-29.150573353856522
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,3.8600666666666674,0.0,-27.938808586355904,-29.305087518652517
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,byrain,2805121.8794647977,2277623.4544560942,3.8600666666666674,0.0,-17.742135639191559,-18.750655507175985
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,constant1,3103570.6876905751,2625440.047972179,3.8600666666666674,0.0,-26.550809618843822,-27.80824967780859
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,forcefix,3124097.5187533754,2309891.6182885231,3.8600666666666674,0.0,-27.926833829476884,-29.150573353856522
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,Index,150%,120%,up,oppandforcefix,3145634.289811274,2309891.6182885231,3.8600666666666674,0.0,-27.938808586355904,-29.305087518652517
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,byrain,1722236.0867716537,1246779.3951820852,1.7306000000000001,115.83813763781612,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,constant1,1900560.4588326644,1436582.6398709398,1.7306000000000001,14.819613219198871,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,forcefix,1920962.0881438814,1332180.7555079747,1.7306000000000001,5.2903576377768857,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,1.7306000000000001,5.2903576377768857,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,byrain,2805121.8794647977,2277623.4544560942,1.7306000000000001,115.83813763781612,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,constant1,3103570.6876905751,2625440.047972179,1.7306000000000001,14.819613219198871,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,forcefix,3124097.5187533754,2309891.6182885231,1.7306000000000001,5.2903576377768857,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,80%,up,oppandforcefix,3145634.289811274,2309891.6182885231,1.7306000000000001,5.2903576377768857,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,byrain,1722236.0867716537,1246779.3951820852,1.7306000000000001,0.006407916469067132,-17.742135639191559,-18.750655507175985
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,constant1,1900560.4588326644,1436582.6398709398,1.7306000000000001,0.0,-26.550809618843822,-27.80824967780859
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,forcefix,1920962.0881438814,1332180.7555079747,1.7306000000000001,0.0,-27.926833829476884,-29.150573353856522
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,1.7306000000000001,0.0,-27.938808586355904,-29.305087518652517
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,byrain,2805121.8794647977,2277623.4544560942,1.7306000000000001,0.006407916469067132,-17.742135639191559,-18.750655507175985
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,constant1,3103570.6876905751,2625440.047972179,1.7306000000000001,0.0,-26.550809618843822,-27.80824967780859
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,forcefix,3124097.5187533754,2309891.6182885231,1.7306000000000001,0.0,-27.926833829476884,-29.150573353856522
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,50%,120%,up,oppandforcefix,3145634.289811274,2309891.6182885231,1.7306000000000001,0.0,-27.938808586355904,-29.305087518652517
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,byrain,1722236.0867716537,1246779.3951820852,3.8600666666666674,115.83813763781612,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,constant1,1900560.4588326644,1436582.6398709398,3.8600666666666674,14.819613219198871,-17.700539745895885,-18.53883311853906
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,forcefix,1920962.0881438814,1332180.7555079747,3.8600666666666674,5.2903576377768857,-18.617889219651257,-19.433715569237684
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,150%,80%,down,oppandforcefix,1928063.9904384182,1477549.5292659902,3.8600666666666674,5.2903576377768857,-18.625872390903936,-19.536725012435014
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,150%,80%,up,byrain,2805121.8794647977,2277623.4544560942,3.8600666666666674,115.83813763781612,-11.828090426127709,-12.500437004783993
Default,min,max,min,dry,med,med,min,2.0,2.0,1.0,Roberts,Roberts,Roberts,F2,150%,80%,up,constant1,3103570.6876905751,2625440.047972179,3.8600666666666674,14.819613219198871,-17.700539745895885,-18.53883311853906
